  -10.0000000       96.0000000    
  -9.95991993       95.2000046    
  -9.91983986       94.4032211    
  -9.87975979       93.6096573    
  -9.83967972       92.8192978    
  -9.79959965       92.0321503    
  -9.75951862       91.2482071    
  -9.71943855       90.4674835    
  -9.67935848       89.6899796    
  -9.63927841       88.9156876    
  -9.59919834       88.1446075    
  -9.55911827       87.3767395    
  -9.51903820       86.6120911    
  -9.47895813       85.8506470    
  -9.43887806       85.0924225    
  -9.39879799       84.3374023    
  -9.35871696       83.5855865    
  -9.31863689       82.8369904    
  -9.27855682       82.0916138    
  -9.23847675       81.3494492    
  -9.19839668       80.6105042    
  -9.15831661       79.8747635    
  -9.11823654       79.1422348    
  -9.07815647       78.4129257    
  -9.03807640       77.6868286    
  -8.99799633       76.9639359    
  -8.95791626       76.2442627    
  -8.91783524       75.5277863    
  -8.87775517       74.8145370    
  -8.83767509       74.1044998    
  -8.79759502       73.3976746    
  -8.75751495       72.6940689    
  -8.71743488       71.9936676    
  -8.67735481       71.2964859    
  -8.63727474       70.6025162    
  -8.59719467       69.9117584    
  -8.55711460       69.2242126    
  -8.51703453       68.5398788    
  -8.47695351       67.8587418    
  -8.43687344       67.1808319    
  -8.39679337       66.5061417    
  -8.35671329       65.8346558    
  -8.31663322       65.1663895    
  -8.27655315       64.5013351    
  -8.23647308       63.8394852    
  -8.19639301       63.1808548    
  -8.15631294       62.5254440    
  -8.11623287       61.8732376    
  -8.07615280       61.2242432    
  -8.03607178       60.5784531    
  -7.99599218       59.9358902    
  -7.95591164       59.2965317    
  -7.91583157       58.6603889    
  -7.87575150       58.0274620    
  -7.83567142       57.3977470    
  -7.79559135       56.7712440    
  -7.75551128       56.1479568    
  -7.71543074       55.5278702    
  -7.67535067       54.9110069    
  -7.63527060       54.2973557    
  -7.59519053       53.6869202    
  -7.55511045       53.0796928    
  -7.51502991       52.4756737    
  -7.47494984       51.8748741    
  -7.43486977       51.2772903    
  -7.39478970       50.6829147    
  -7.35470963       50.0917549    
  -7.31462908       49.5037994    
  -7.27454901       48.9190636    
  -7.23446894       48.3375397    
  -7.19438887       47.7592316    
  -7.15430880       47.1841354    
  -7.11422825       46.6122437    
  -7.07414818       46.0435715    
  -7.03406811       45.4781151    
  -6.99398804       44.9158669    
  -6.95390797       44.3568344    
  -6.91382790       43.8010178    
  -6.87374735       43.2484016    
  -6.83366728       42.6990089    
  -6.79358721       42.1528282    
  -6.75350714       41.6098595    
  -6.71342707       41.0701027    
  -6.67334652       40.5335541    
  -6.63326645       40.0002251    
  -6.59318638       39.4701080    
  -6.55310631       38.9432030    
  -6.51302624       38.4195099    
  -6.47294617       37.8990326    
  -6.43286562       37.3817596    
  -6.39278555       36.8677063    
  -6.35270548       36.3568687    
  -6.31262541       35.8492393    
  -6.27254534       35.3448257    
  -6.23246479       34.8436165    
  -6.19238472       34.3456268    
  -6.15230465       33.8508530    
  -6.11222458       33.3592911    
  -6.07214451       32.8709373    
  -6.03206396       32.3857956    
  -5.99198389       31.9038696    
  -5.95190382       31.4251595    
  -5.91182375       30.9496613    
  -5.87174368       30.4773750    
  -5.83166313       30.0082932    
  -5.79158306       29.5424347    
  -5.75150299       29.0797882    
  -5.71142292       28.6203499    
  -5.67134285       28.1641312    
  -5.63126278       27.7111206    
  -5.59118223       27.2613182    
  -5.55110216       26.8147354    
  -5.51102209       26.3713646    
  -5.47094202       25.9312057    
  -5.43086195       25.4942608    
  -5.39078140       25.0605240    
  -5.35070133       24.6300049    
  -5.31062126       24.2026978    
  -5.27054119       23.7786045    
  -5.23046112       23.3577232    
  -5.19038105       22.9400558    
  -5.15030050       22.5255947    
  -5.11022043       22.1143532    
  -5.07014036       21.7063236    
  -5.03006029       21.3015060    
  -4.98998022       20.8999023    
  -4.94989967       20.5015068    
  -4.90981960       20.1063290    
  -4.86973953       19.7143631    
  -4.82965946       19.3256111    
  -4.78957939       18.9400711    
  -4.74949884       18.5577393    
  -4.70941877       18.1786251    
  -4.66933870       17.8027248    
  -4.62925863       17.4300346    
  -4.58917856       17.0605602    
  -4.54909801       16.6942921    
  -4.50901794       16.3312435    
  -4.46893787       15.9714050    
  -4.42885780       15.6147823    
  -4.38877773       15.2613697    
  -4.34869766       14.9111710    
  -4.30861712       14.5641823    
  -4.26853704       14.2204094    
  -4.22845697       13.8798485    
  -4.18837690       13.5425014    
  -4.14829683       13.2083664    
  -4.10821629       12.8774414    
  -4.06813622       12.5497322    
  -4.02805614       12.2252369    
  -3.98797607       11.9039536    
  -3.94789577       11.5858812    
  -3.90781569       11.2710238    
  -3.86773562       10.9593792    
  -3.82765532       10.6509457    
  -3.78757524       10.3457260    
  -3.74749517       10.0437202    
  -3.70741487       9.74492455    
  -3.66733479       9.44934464    
  -3.62725449       9.15697479    
  -3.58717442       8.86782074    
  -3.54709435       8.58187866    
  -3.50701404       8.29914761    
  -3.46693397       8.01963139    
  -3.42685366       7.74332619    
  -3.38677359       7.47023487    
  -3.34669352       7.20035744    
  -3.30661321       6.93369102    
  -3.26653314       6.67023849    
  -3.22645307       6.40999985    
  -3.18637276       6.15297127    
  -3.14629269       5.89915752    
  -3.10621262       5.64855671    
  -3.06613231       5.40116692    
  -3.02605224       5.15699196    
  -2.98597193       4.91602802    
  -2.94589186       4.67827892    
  -2.90581179       4.44374180    
  -2.86573148       4.21241665    
  -2.82565141       3.98430586    
  -2.78557110       3.75940657    
  -2.74549103       3.53772116    
  -2.70541096       3.31924868    
  -2.66533065       3.10398769    
  -2.62525058       2.89194059    
  -2.58517051       2.68310642    
  -2.54509020       2.47748423    
  -2.50501013       2.27507591    
  -2.46493006       2.07588005    
  -2.42484975       1.87989616    
  -2.38476968       1.68712664    
  -2.34468937       1.49756813    
  -2.30460930       1.31122398    
  -2.26452923       1.12809277    
  -2.22444892      0.948173046    
  -2.18436885      0.771467209    
  -2.14428854      0.597973347    
  -2.10420847      0.427693367    
  -2.06412840      0.260625839    
  -2.02404809       9.67707634E-02
  -1.98396802      -6.38709068E-02
  -1.94388783     -0.221300125    
  -1.90380764     -0.375516415    
  -1.86372757     -0.526519537    
  -1.82364738     -0.674310207    
  -1.78356719     -0.818888187    
  -1.74348712     -0.960252762    
  -1.70340693      -1.09840488    
  -1.66332674      -1.23334408    
  -1.62324655      -1.36507058    
  -1.58316636      -1.49358416    
  -1.54308629      -1.61888480    
  -1.50300610      -1.74097276    
  -1.46292591      -1.85984778    
  -1.42284584      -1.97550964    
  -1.38276565      -2.08795929    
