   0.00000000       0.00000000    
   3.35570462E-02   1.12607540E-03
   6.71140924E-02   4.50430159E-03
  0.100671142       1.01346793E-02
  0.134228185       1.80172063E-02
  0.167785227       2.81518828E-02
  0.201342285       4.05387171E-02
  0.234899327       5.51776923E-02
  0.268456370       7.20688254E-02
  0.302013427       9.12121087E-02
  0.335570455      0.112607531    
  0.369127512      0.136255115    
  0.402684569      0.162154868    
  0.436241597      0.190306738    
  0.469798654      0.220710769    
  0.503355682      0.253366947    
  0.536912739      0.288275301    
  0.570469797      0.325435787    
  0.604026854      0.364848435    
  0.637583852      0.406513155    
  0.671140909      0.450430125    
  0.704697967      0.496599227    
  0.738255024      0.545020461    
  0.771812081      0.595693886    
  0.805369139      0.648619473    
  0.838926136      0.703797042    
  0.872483194      0.761226952    
  0.906040251      0.820908964    
  0.939597309      0.882843077    
  0.973154366      0.947029412    
   1.00671136       1.01346779    
   1.04026842       1.08215845    
   1.07382548       1.15310121    
   1.10738254       1.22629607    
   1.14093959       1.30174315    
   1.17449665       1.37944233    
   1.20805371       1.45939374    
   1.24161077       1.54159725    
   1.27516770       1.62605262    
   1.30872476       1.71276045    
   1.34228182       1.80172050    
   1.37583888       1.89293265    
   1.40939593       1.98639691    
   1.44295299       2.08211327    
   1.47651005       2.18008184    
   1.51006711       2.28030276    
   1.54362416       2.38277555    
   1.57718122       2.48750067    
   1.61073828       2.59447789    
   1.64429522       2.70370674    
   1.67785227       2.81518817    
   1.71140933       2.92892194    
   1.74496639       3.04490781    
   1.77852345       3.16314554    
   1.81208050       3.28363585    
   1.84563756       3.40637803    
   1.87919462       3.53137231    
   1.91275167       3.65861893    
   1.94630873       3.78811765    
   1.97986567       3.91986799    
   2.01342273       4.05387115    
   2.04697990       4.19012690    
   2.08053684       4.32863379    
   2.11409402       4.46939373    
   2.14765096       4.61240482    
   2.18120790       4.75766802    
   2.21476507       4.90518427    
   2.24832201       5.05495167    
   2.28187919       5.20697260    
   2.31543612       5.36124468    
   2.34899330       5.51776934    
   2.38255024       5.67654562    
   2.41610742       5.83757496    
   2.44966435       6.00085545    
   2.48322153       6.16638899    
   2.51677847       6.33417368    
   2.55033541       6.50421047    
   2.58389258       6.67650080    
   2.61744952       6.85104179    
   2.65100670       7.02783632    
   2.68456364       7.20688200    
   2.71812081       7.38818073    
   2.75167775       7.57173061    
   2.78523493       7.75753355    
   2.81879187       7.94558764    
   2.85234904       8.13589478    
   2.88590598       8.32845306    
   2.91946292       8.52326393    
   2.95302010       8.72032738    
   2.98657703       8.91964245    
   3.02013421       9.12121105    
   3.05369115       9.32502937    
   3.08724833       9.53110218    
   3.12080526       9.73942566    
   3.15436244       9.95000267    
   3.18791938       10.1628304    
   3.22147655       10.3779116    
   3.25503349       10.5952435    
   3.28859043       10.8148270    
   3.32214761       11.0366650    
   3.35570455       11.2607527    
   3.38926172       11.4870949    
   3.42281866       11.7156878    
   3.45637584       11.9465342    
   3.48993278       12.1796312    
   3.52348995       12.4149818    
   3.55704689       12.6525822    
   3.59060383       12.8924360    
   3.62416101       13.1345434    
   3.65771794       13.3789005    
   3.69127512       13.6255121    
   3.72483206       13.8743734    
   3.75838923       14.1254892    
   3.79194617       14.3788557    
   3.82550335       14.6344757    
   3.85906029       14.8923464    
   3.89261746       15.1524706    
   3.92617440       15.4148455    
   3.95973134       15.6794720    
   3.99328852       15.9463530    
   4.02684546       16.2154846    
   4.06040239       16.4868679    
   4.09395981       16.7605076    
   4.12751675       17.0363941    
   4.16107368       17.3145351    
   4.19463062       17.5949268    
   4.22818804       17.8775749    
   4.26174498       18.1624699    
   4.29530191       18.4496193    
   4.32885885       18.7390194    
   4.36241579       19.0306721    
   4.39597321       19.3245811    
   4.42953014       19.6207371    
   4.46308708       19.9191456    
   4.49664402       20.2198067    
   4.53020144       20.5227242    
   4.56375837       20.8278904    
   4.59731531       21.1353073    
   4.63087225       21.4449787    
   4.66442919       21.7568989    
   4.69798660       22.0710773    
   4.73154354       22.3875046    
   4.76510048       22.7061825    
   4.79865742       23.0271130    
   4.83221483       23.3502998    
   4.86577177       23.6757355    
   4.89932871       24.0034218    
   4.93288565       24.3333607    
   4.96644306       24.6655560    
   5.00000000       25.0000000    
